trial_id,relation,subject,target,competitor,prompt,corrupt_subject,corrupt_target,corrupt_prompt
P103_5071,P103,"Jean-Baptiste de Boyer, Marquis d'Argens",French,Russian,"The native language of Jean-Baptiste de Boyer, Marquis d'Argens is",Lipke Holthuis,Dutch,Lipke Holthuis spoke the language
P103_5073,P103,Lipke Holthuis,Dutch,French,Lipke Holthuis spoke the language,Alain Savary,French,The mother tongue of Alain Savary is
P103_5257,P103,Alain Savary,French,Russian,The mother tongue of Alain Savary is,Coralie Trinh Thi,French,"Coralie Trinh Thi, a native"
P103_5260,P103,Coralie Trinh Thi,French,Russian,"Coralie Trinh Thi, a native",Louis-Jean-Marie Daubenton,French,Louis-Jean-Marie Daubenton is a native speaker of
P103_5281,P103,Louis-Jean-Marie Daubenton,French,Russian,Louis-Jean-Marie Daubenton is a native speaker of,Jacques Ellul,French,Jacques Ellul spoke the language
P103_5317,P103,Jacques Ellul,French,Russian,Jacques Ellul spoke the language,Victor Prosper Considerant,French,"Victor Prosper Considerant, a native"
P103_5327,P103,Victor Prosper Considerant,French,Russian,"Victor Prosper Considerant, a native",Yevgenia Albats,Russian,Yevgenia Albats spoke the language
P103_5332,P103,Yevgenia Albats,Russian,French,Yevgenia Albats spoke the language,Walter Pater,English,Walter Pater spoke the language
P103_5350,P103,Walter Pater,English,French,Walter Pater spoke the language,Christophe Hondelatte,French,The native language of Christophe Hondelatte is
P103_5391,P103,Christophe Hondelatte,French,Russian,The native language of Christophe Hondelatte is,Pierre Jolivet,French,"Pierre Jolivet, a native"
P103_5408,P103,Pierre Jolivet,French,Russian,"Pierre Jolivet, a native",Yves Bonnefoy,French,Yves Bonnefoy spoke the language
P103_5414,P103,Yves Bonnefoy,French,Russian,Yves Bonnefoy spoke the language,Shy'm,French,The native language of Shy'm is
P103_5435,P103,Shy'm,French,Russian,The native language of Shy'm is,Ewa Farna,Polish,The mother tongue of Ewa Farna is
P103_5519,P103,Ewa Farna,Polish,French,The mother tongue of Ewa Farna is,Pedro de la Rosa,Spanish,Pedro de la Rosa is a native speaker of
P103_5530,P103,Pedro de la Rosa,Spanish,French,Pedro de la Rosa is a native speaker of,Joseph Luns,Dutch,The mother tongue of Joseph Luns is
P103_5531,P103,Joseph Luns,Dutch,French,The mother tongue of Joseph Luns is,Slava Zaitsev,Russian,"Slava Zaitsev, a native"
P103_5541,P103,Slava Zaitsev,Russian,French,"Slava Zaitsev, a native",Giunta Pisano,Italian,The mother tongue of Giunta Pisano is
P103_5542,P103,Giunta Pisano,Italian,French,The mother tongue of Giunta Pisano is,Jean Bruller,French,The mother tongue of Jean Bruller is
P103_5550,P103,Jean Bruller,French,Russian,The mother tongue of Jean Bruller is,Jean Debucourt,French,"Jean Debucourt, a native"
P103_5595,P103,Jean Debucourt,French,Russian,"Jean Debucourt, a native",Louis Darquier de Pellepoix,French,"Louis Darquier de Pellepoix, a native"
P103_5606,P103,Louis Darquier de Pellepoix,French,Russian,"Louis Darquier de Pellepoix, a native",Aleksey Khomyakov,Russian,Aleksey Khomyakov is a native speaker of
P103_5613,P103,Aleksey Khomyakov,Russian,French,Aleksey Khomyakov is a native speaker of,Arthur Conan Doyle,English,Arthur Conan Doyle spoke the language
P103_5614,P103,Arthur Conan Doyle,English,French,Arthur Conan Doyle spoke the language,Jean-Jacques Pauvert,French,The mother tongue of Jean-Jacques Pauvert is
P103_5621,P103,Jean-Jacques Pauvert,French,Russian,The mother tongue of Jean-Jacques Pauvert is,Jean-Claude Brialy,French,The mother tongue of Jean-Claude Brialy is
P103_5639,P103,Jean-Claude Brialy,French,Russian,The mother tongue of Jean-Claude Brialy is,Jean Schopfer,French,Jean Schopfer spoke the language
P103_5644,P103,Jean Schopfer,French,Russian,Jean Schopfer spoke the language,Hannah Szenes,Hungarian,The mother tongue of Hannah Szenes is
P103_5660,P103,Hannah Szenes,Hungarian,French,The mother tongue of Hannah Szenes is,Laurent Casanova,French,Laurent Casanova is a native speaker of
P103_5662,P103,Laurent Casanova,French,Russian,Laurent Casanova is a native speaker of,Georges Pompidou,French,The native language of Georges Pompidou is
P103_5673,P103,Georges Pompidou,French,Russian,The native language of Georges Pompidou is,Edurne,Spanish,Edurne spoke the language
P103_5693,P103,Edurne,Spanish,French,Edurne spoke the language,Park Bum-shin,Korean,"Park Bum-shin, speaker of"
P103_5694,P103,Park Bum-shin,Korean,French,"Park Bum-shin, speaker of",Pierre Pelot,French,Pierre Pelot spoke the language
P103_5711,P103,Pierre Pelot,French,Russian,Pierre Pelot spoke the language,Herman Dooyeweerd,Dutch,Herman Dooyeweerd is a native speaker of
P103_5735,P103,Herman Dooyeweerd,Dutch,French,Herman Dooyeweerd is a native speaker of,Emil Cioran,Romanian,Emil Cioran spoke the language
P103_5740,P103,Emil Cioran,Romanian,French,Emil Cioran spoke the language,Russians in Ukraine,Russian,"Russians in Ukraine, speaker of"
P103_5770,P103,Russians in Ukraine,Russian,French,"Russians in Ukraine, speaker of",Laurent Fabius,French,Laurent Fabius spoke the language
P103_5771,P103,Laurent Fabius,French,Russian,Laurent Fabius spoke the language,Reinhart Dozy,Dutch,The native language of Reinhart Dozy is
P103_5784,P103,Reinhart Dozy,Dutch,French,The native language of Reinhart Dozy is,Hendrik Petrus Berlage,Dutch,"Hendrik Petrus Berlage, a native"
P103_5810,P103,Hendrik Petrus Berlage,Dutch,French,"Hendrik Petrus Berlage, a native",Vitruvius,Latin,"Vitruvius, speaker of"
P103_5814,P103,Vitruvius,Latin,French,"Vitruvius, speaker of",Nicola Sirkis,French,"Nicola Sirkis, a native"
P103_5821,P103,Nicola Sirkis,French,Russian,"Nicola Sirkis, a native",Akira Kurosawa,Japanese,The mother tongue of Akira Kurosawa is
P103_5844,P103,Akira Kurosawa,Japanese,French,The mother tongue of Akira Kurosawa is,Bertrand Russell,English,Bertrand Russell is a native speaker of
P103_5851,P103,Bertrand Russell,English,French,Bertrand Russell is a native speaker of,Ruslan Khasbulatov,Russian,The mother tongue of Ruslan Khasbulatov is
P103_5904,P103,Ruslan Khasbulatov,Russian,French,The mother tongue of Ruslan Khasbulatov is,John Calvin,French,The native language of John Calvin is
P103_5913,P103,John Calvin,French,Russian,The native language of John Calvin is,"Claude Henri de Rouvroy, comte de Saint-Simon",French,"Claude Henri de Rouvroy, comte de Saint-Simon, a native"
P103_5915,P103,"Claude Henri de Rouvroy, comte de Saint-Simon",French,Russian,"Claude Henri de Rouvroy, comte de Saint-Simon, a native",Annick Alane,French,The mother tongue of Annick Alane is
P103_5950,P103,Annick Alane,French,Russian,The mother tongue of Annick Alane is,Tommy Nilsson,Swedish,Tommy Nilsson spoke the language
P103_5974,P103,Tommy Nilsson,Swedish,French,Tommy Nilsson spoke the language,Jean Allemane,French,"Jean Allemane, speaker of"
P103_5989,P103,Jean Allemane,French,Russian,"Jean Allemane, speaker of",Elsa Lunghini,French,Elsa Lunghini spoke the language
P103_5990,P103,Elsa Lunghini,French,Russian,Elsa Lunghini spoke the language,Frederick Marryat,English,The mother tongue of Frederick Marryat is
P103_6070,P103,Frederick Marryat,English,French,The mother tongue of Frederick Marryat is,Nathalie Kosciusko-Morizet,French,The native language of Nathalie Kosciusko-Morizet is
P103_6072,P103,Nathalie Kosciusko-Morizet,French,Russian,The native language of Nathalie Kosciusko-Morizet is,Isaac Vossius,Dutch,Isaac Vossius is a native speaker of
P103_6073,P103,Isaac Vossius,Dutch,French,Isaac Vossius is a native speaker of,Paul Bonifas,French,"Paul Bonifas, a native"
P103_6135,P103,Paul Bonifas,French,Russian,"Paul Bonifas, a native",Christiane Taubira,French,Christiane Taubira is a native speaker of
P103_6212,P103,Christiane Taubira,French,Russian,Christiane Taubira is a native speaker of,Zelimkhan Yandarbiyev,Russian,The native language of Zelimkhan Yandarbiyev is
P103_6215,P103,Zelimkhan Yandarbiyev,Russian,French,The native language of Zelimkhan Yandarbiyev is,Franz-Olivier Giesbert,French,"Franz-Olivier Giesbert, a native"
P103_6216,P103,Franz-Olivier Giesbert,French,Russian,"Franz-Olivier Giesbert, a native",Alexander Lebedev,Russian,The mother tongue of Alexander Lebedev is
P103_6217,P103,Alexander Lebedev,Russian,French,The mother tongue of Alexander Lebedev is,Augustin Barruel,French,Augustin Barruel is a native speaker of
P103_6220,P103,Augustin Barruel,French,Russian,Augustin Barruel is a native speaker of,Rafael Alberti,Spanish,Rafael Alberti spoke the language
P103_6227,P103,Rafael Alberti,Spanish,French,Rafael Alberti spoke the language,Marie-Arlette Carlotti,French,Marie-Arlette Carlotti is a native speaker of
P103_6308,P103,Marie-Arlette Carlotti,French,Russian,Marie-Arlette Carlotti is a native speaker of,Julie Myerson,English,"Julie Myerson, a native"
P103_6320,P103,Julie Myerson,English,French,"Julie Myerson, a native",Jean-Pierre Andrevon,French,Jean-Pierre Andrevon spoke the language
P103_6356,P103,Jean-Pierre Andrevon,French,Russian,Jean-Pierre Andrevon spoke the language,Maurice Risch,French,Maurice Risch spoke the language
P103_6385,P103,Maurice Risch,French,Russian,Maurice Risch spoke the language,Jacques Dynam,French,Jacques Dynam spoke the language
P103_6395,P103,Jacques Dynam,French,Russian,Jacques Dynam spoke the language,Clovis Cornillac,French,Clovis Cornillac spoke the language
P103_6411,P103,Clovis Cornillac,French,Russian,Clovis Cornillac spoke the language,Didier Van Cauwelaert,French,Didier Van Cauwelaert spoke the language
P103_6416,P103,Didier Van Cauwelaert,French,Russian,Didier Van Cauwelaert spoke the language,Artyom Borovik,Russian,"Artyom Borovik, speaker of"
P103_6447,P103,Artyom Borovik,Russian,French,"Artyom Borovik, speaker of",Mathieu Amalric,French,Mathieu Amalric is a native speaker of
P103_6449,P103,Mathieu Amalric,French,Russian,Mathieu Amalric is a native speaker of,Joseph Roumanille,French,Joseph Roumanille spoke the language
P103_6460,P103,Joseph Roumanille,French,Russian,Joseph Roumanille spoke the language,Maurice Teynac,French,"Maurice Teynac, a native"
P103_6478,P103,Maurice Teynac,French,Russian,"Maurice Teynac, a native",Dmitry Rybolovlev,Russian,The mother tongue of Dmitry Rybolovlev is
P103_6523,P103,Dmitry Rybolovlev,Russian,French,The mother tongue of Dmitry Rybolovlev is,Robert Garnier,French,The native language of Robert Garnier is
P103_6569,P103,Robert Garnier,French,Russian,The native language of Robert Garnier is,Jean Rouaud,French,Jean Rouaud spoke the language
P103_6593,P103,Jean Rouaud,French,Russian,Jean Rouaud spoke the language,Edward Burnett Tylor,English,Edward Burnett Tylor spoke the language
P103_6634,P103,Edward Burnett Tylor,English,French,Edward Burnett Tylor spoke the language,Basshunter,Swedish,"Basshunter, speaker of"
P103_6637,P103,Basshunter,Swedish,French,"Basshunter, speaker of",Michel Ciment,French,"Michel Ciment, a native"
P103_6639,P103,Michel Ciment,French,Russian,"Michel Ciment, a native",Vladimir Mayakovsky,Russian,Vladimir Mayakovsky is a native speaker of
P103_6645,P103,Vladimir Mayakovsky,Russian,French,Vladimir Mayakovsky is a native speaker of,Henri Garat,French,The mother tongue of Henri Garat is
P103_6666,P103,Henri Garat,French,Russian,The mother tongue of Henri Garat is,Huguette Duflos,French,Huguette Duflos spoke the language
P103_6727,P103,Huguette Duflos,French,Russian,Huguette Duflos spoke the language,Lionel Messi,Spanish,The native language of Lionel Messi is
P103_6765,P103,Lionel Messi,Spanish,French,The native language of Lionel Messi is,Coluche,French,Coluche is a native speaker of
P103_6775,P103,Coluche,French,Russian,Coluche is a native speaker of,Ernest Monis,French,The native language of Ernest Monis is
P103_6797,P103,Ernest Monis,French,Russian,The native language of Ernest Monis is,Sylvia Lopez,French,The native language of Sylvia Lopez is
P103_6876,P103,Sylvia Lopez,French,Russian,The native language of Sylvia Lopez is,Aagje Deken,Dutch,Aagje Deken is a native speaker of
P103_6931,P103,Aagje Deken,Dutch,French,Aagje Deken is a native speaker of,Paschal Grousset,French,"Paschal Grousset, speaker of"
P103_6997,P103,Paschal Grousset,French,Russian,"Paschal Grousset, speaker of",Viacheslav Belavkin,Russian,The mother tongue of Viacheslav Belavkin is
P103_7004,P103,Viacheslav Belavkin,Russian,French,The mother tongue of Viacheslav Belavkin is,Alberto Giacometti,Italian,"Alberto Giacometti, a native"
P103_7010,P103,Alberto Giacometti,Italian,French,"Alberto Giacometti, a native",Dmitry Malikov,Russian,The native language of Dmitry Malikov is
P103_7019,P103,Dmitry Malikov,Russian,French,The native language of Dmitry Malikov is,Daniel-Rops,French,The mother tongue of Daniel-Rops is
P103_7024,P103,Daniel-Rops,French,Russian,The mother tongue of Daniel-Rops is,Jacques Laurent,French,"Jacques Laurent, speaker of"
P103_7032,P103,Jacques Laurent,French,Russian,"Jacques Laurent, speaker of",Cornelis Tiele,Dutch,The mother tongue of Cornelis Tiele is
P103_7039,P103,Cornelis Tiele,Dutch,French,The mother tongue of Cornelis Tiele is,Theodore Roosevelt,English,The native language of Theodore Roosevelt is
P103_7049,P103,Theodore Roosevelt,English,French,The native language of Theodore Roosevelt is,Cyril Collard,French,The native language of Cyril Collard is
P103_7053,P103,Cyril Collard,French,Russian,The native language of Cyril Collard is,Louis Jourdan,French,"Louis Jourdan, speaker of"
P103_7068,P103,Louis Jourdan,French,Russian,"Louis Jourdan, speaker of",C. N. Annadurai,Tamil,C. N. Annadurai is a native speaker of
P103_7074,P103,C. N. Annadurai,Tamil,French,C. N. Annadurai is a native speaker of,Dominique Zardi,French,The mother tongue of Dominique Zardi is
P103_7087,P103,Dominique Zardi,French,Russian,The mother tongue of Dominique Zardi is,Aletta Jacobs,Dutch,The native language of Aletta Jacobs is
P103_7100,P103,Aletta Jacobs,Dutch,French,The native language of Aletta Jacobs is,Jean Rollin,French,Jean Rollin is a native speaker of
P103_7105,P103,Jean Rollin,French,Russian,Jean Rollin is a native speaker of,Lannick Gautry,French,Lannick Gautry spoke the language
P103_7128,P103,Lannick Gautry,French,Russian,Lannick Gautry spoke the language,Pascale Ogier,French,The mother tongue of Pascale Ogier is
P103_7138,P103,Pascale Ogier,French,Russian,The mother tongue of Pascale Ogier is,Marcel Marceau,French,"Marcel Marceau, a native"
P103_7145,P103,Marcel Marceau,French,Russian,"Marcel Marceau, a native",A. P. J. Abdul Kalam,Tamil,The mother tongue of A. P. J. Abdul Kalam is
P103_7167,P103,A. P. J. Abdul Kalam,Tamil,French,The mother tongue of A. P. J. Abdul Kalam is,Elsa Zylberstein,French,The mother tongue of Elsa Zylberstein is
P103_7181,P103,Elsa Zylberstein,French,Russian,The mother tongue of Elsa Zylberstein is,Nazi Boni,French,"Nazi Boni, speaker of"
P103_7190,P103,Nazi Boni,French,Russian,"Nazi Boni, speaker of",Georges Sadoul,French,"Georges Sadoul, a native"
P103_7219,P103,Georges Sadoul,French,Russian,"Georges Sadoul, a native",Michel Ordener,French,The native language of Michel Ordener is
P103_7222,P103,Michel Ordener,French,Russian,The native language of Michel Ordener is,Martin Lamotte,French,The mother tongue of Martin Lamotte is
P103_7224,P103,Martin Lamotte,French,Russian,The mother tongue of Martin Lamotte is,Joseph Brodsky,Russian,Joseph Brodsky is a native speaker of
P103_7275,P103,Joseph Brodsky,Russian,French,Joseph Brodsky is a native speaker of,Jules de Goncourt,French,Jules de Goncourt spoke the language
P103_7301,P103,Jules de Goncourt,French,Russian,Jules de Goncourt spoke the language,Paul Capellani,French,"Paul Capellani, speaker of"
P103_7343,P103,Paul Capellani,French,Russian,"Paul Capellani, speaker of",Ehud Olmert,Hebrew,"Ehud Olmert, a native"
P103_7382,P103,Ehud Olmert,Hebrew,French,"Ehud Olmert, a native",Gil J Wolman,French,"Gil J Wolman, a native"
P103_7392,P103,Gil J Wolman,French,Russian,"Gil J Wolman, a native",Yves Beneyton,French,Yves Beneyton is a native speaker of
P103_7393,P103,Yves Beneyton,French,Russian,Yves Beneyton is a native speaker of,Claude Simon,French,Claude Simon is a native speaker of
P103_7403,P103,Claude Simon,French,Russian,Claude Simon is a native speaker of,Georges Altman,French,Georges Altman spoke the language
P103_7430,P103,Georges Altman,French,Russian,Georges Altman spoke the language,Jo Coenen,Dutch,The native language of Jo Coenen is
P103_7438,P103,Jo Coenen,Dutch,French,The native language of Jo Coenen is,Jean de La Fontaine,French,The native language of Jean de La Fontaine is
P103_7462,P103,Jean de La Fontaine,French,Russian,The native language of Jean de La Fontaine is,Alexey Miller,Russian,"Alexey Miller, a native"
P103_7500,P103,Alexey Miller,Russian,French,"Alexey Miller, a native",Lisa Ekdahl,Swedish,Lisa Ekdahl is a native speaker of
P103_7513,P103,Lisa Ekdahl,Swedish,French,Lisa Ekdahl is a native speaker of,Louis-Pierre Baltard,French,Louis-Pierre Baltard spoke the language
